method;store_id;country_id;weight_from;weight_to;price;is_active
international;0;IN;7.0000;8.0000;83.7200;1
international;0;IN;8.0000;9.0000;87.2400;1
international;0;IN;9.0000;10.0000;91.6000;1
international;0;IN;10.0000;15.0000;134.1100;1
international;0;IN;15.0000;20.0000;146.8800;1
international;0;IN;20.0000;25.0000;188.5400;1
international;0;IN;25.0000;;217.2800;1
international;0;IO;;0.5000;24.8500;1
international;0;IO;0.5000;1.0000;29.2300;1
international;0;IO;1.0000;2.0000;40.1400;1
international;0;IO;2.0000;3.0000;51.2700;1
international;0;IO;3.0000;4.0000;62.1700;1
international;0;IO;4.0000;5.0000;71.4800;1
international;0;IO;5.0000;6.0000;82.1200;1
international;0;IO;6.0000;7.0000;92.8600;1
international;0;IO;7.0000;8.0000;103.5000;1
international;0;IO;8.0000;9.0000;114.4000;1
international;0;IO;9.0000;10.0000;125.0400;1
international;0;IO;10.0000;15.0000;173.2600;1
international;0;IO;15.0000;20.0000;222.5200;1
international;0;IO;20.0000;25.0000;270.7400;1
international;0;IO;25.0000;;318.9500;1
international;0;IQ;;0.5000;24.8500;1
international;0;IQ;0.5000;1.0000;29.2300;1
international;0;IQ;1.0000;2.0000;40.1400;1
international;0;IQ;2.0000;3.0000;51.2700;1
international;0;IQ;3.0000;4.0000;62.1700;1
international;0;IQ;4.0000;5.0000;71.4800;1
international;0;IQ;5.0000;6.0000;82.1200;1
international;0;IQ;6.0000;7.0000;92.8600;1
international;0;IQ;7.0000;8.0000;103.5000;1
international;0;IQ;8.0000;9.0000;114.4000;1
international;0;IQ;9.0000;10.0000;125.0400;1
international;0;IQ;10.0000;15.0000;173.2600;1
international;0;IQ;15.0000;20.0000;222.5200;1
international;0;IQ;20.0000;25.0000;270.7400;1
international;0;IQ;25.0000;;318.9500;1
international;0;IR;;0.5000;24.8500;1
international;0;IR;0.5000;1.0000;29.2300;1
international;0;IR;1.0000;2.0000;40.1400;1
international;0;IR;2.0000;3.0000;51.2700;1
international;0;IR;3.0000;4.0000;62.1700;1
international;0;IR;4.0000;5.0000;71.4800;1
international;0;IR;5.0000;6.0000;82.1200;1
international;0;IR;6.0000;7.0000;92.8600;1
international;0;IR;7.0000;8.0000;103.5000;1
international;0;IR;8.0000;9.0000;114.4000;1
international;0;IR;9.0000;10.0000;125.0400;1
international;0;IR;10.0000;15.0000;173.2600;1
international;0;IR;15.0000;20.0000;222.5200;1
international;0;IR;20.0000;25.0000;270.7400;1
international;0;IR;25.0000;;318.9500;1
international;0;IS;;0.5000;14.1800;1
international;0;IS;0.5000;1.0000;16.8800;1
international;0;IS;1.0000;2.0000;18.3500;1
international;0;IS;2.0000;3.0000;19.9400;1
international;0;IS;3.0000;4.0000;22.0600;1
international;0;IS;4.0000;5.0000;26.2400;1
international;0;IS;5.0000;6.0000;29.4400;1
international;0;IS;6.0000;7.0000;33.2500;1
international;0;IS;7.0000;8.0000;37.8800;1
international;0;IS;8.0000;9.0000;40.5600;1
international;0;IS;9.0000;10.0000;43.8500;1
international;0;IS;10.0000;15.0000;58.5700;1
international;0;IS;15.0000;20.0000;68.3400;1
international;0;IS;20.0000;25.0000;80.5800;1
international;0;IS;25.0000;;93.1500;1
international;0;IT;;0.5000;11.5100;1
international;0;IT;0.5000;1.0000;14.0900;1
international;0;IT;1.0000;2.0000;15.5200;1
international;0;IT;2.0000;3.0000;16.4000;1
international;0;IT;3.0000;4.0000;17.1600;1
international;0;IT;4.0000;5.0000;18.0000;1
international;0;IT;5.0000;6.0000;18.7700;1
international;0;IT;6.0000;7.0000;19.6600;1
international;0;IT;7.0000;8.0000;20.4300;1
international;0;IT;8.0000;9.0000;21.2000;1
international;0;IT;9.0000;10.0000;21.9800;1
international;0;IT;10.0000;15.0000;26.2700;1
international;0;IT;15.0000;20.0000;30.4700;1
international;0;IT;20.0000;25.0000;34.6500;1
international;0;IT;25.0000;;38.8400;1
international;0;JE;;0.5000;24.8500;1
international;0;JE;0.5000;1.0000;29.2300;1
international;0;JE;1.0000;2.0000;40.1400;1
international;0;JE;2.0000;3.0000;51.2700;1
international;0;JE;3.0000;4.0000;62.1700;1
international;0;JE;4.0000;5.0000;71.4800;1
international;0;JE;5.0000;6.0000;82.1200;1
international;0;JE;6.0000;7.0000;92.8600;1
international;0;JE;7.0000;8.0000;103.5000;1
international;0;JE;8.0000;9.0000;114.4000;1
international;0;JE;9.0000;10.0000;125.0400;1
international;0;JE;10.0000;15.0000;173.2600;1
international;0;JE;15.0000;20.0000;222.5200;1
international;0;JE;20.0000;25.0000;270.7400;1
international;0;JE;25.0000;;318.9500;1
international;0;JM;;0.5000;24.8500;1
international;0;JM;0.5000;1.0000;29.2300;1
international;0;JM;1.0000;2.0000;40.1400;1
international;0;JM;2.0000;3.0000;51.2700;1
international;0;JM;3.0000;4.0000;62.1700;1
international;0;JM;4.0000;5.0000;71.4800;1
international;0;JM;5.0000;6.0000;82.1200;1
international;0;JM;6.0000;7.0000;92.8600;1
international;0;JM;7.0000;8.0000;103.5000;1
international;0;JM;8.0000;9.0000;114.4000;1
international;0;JM;9.0000;10.0000;125.0400;1
international;0;JM;10.0000;15.0000;173.2600;1
international;0;JM;15.0000;20.0000;222.5200;1
international;0;JM;20.0000;25.0000;270.7400;1
international;0;JM;25.0000;;318.9500;1
international;0;JO;;0.5000;24.8500;1
international;0;JO;0.5000;1.0000;29.2300;1
international;0;JO;1.0000;2.0000;40.1400;1
international;0;JO;2.0000;3.0000;51.2700;1
international;0;JO;3.0000;4.0000;62.1700;1
international;0;JO;4.0000;5.0000;71.4800;1
international;0;JO;5.0000;6.0000;82.1200;1
international;0;JO;6.0000;7.0000;92.8600;1
international;0;JO;7.0000;8.0000;103.5000;1
international;0;JO;8.0000;9.0000;114.4000;1
international;0;JO;9.0000;10.0000;125.0400;1
international;0;JO;10.0000;15.0000;173.2600;1
international;0;JO;15.0000;20.0000;222.5200;1
international;0;JO;20.0000;25.0000;270.7400;1
international;0;JO;25.0000;;318.9500;1
international;0;JP;;0.5000;21.6700;1
international;0;JP;0.5000;1.0000;23.9600;1
international;0;JP;1.0000;2.0000;32.8600;1
international;0;JP;2.0000;3.0000;41.7400;1
international;0;JP;3.0000;4.0000;47.8300;1
international;0;JP;4.0000;5.0000;51.0600;1
international;0;JP;5.0000;6.0000;65.2700;1
international;0;JP;6.0000;7.0000;75.5600;1
international;0;JP;7.0000;8.0000;83.7200;1
international;0;JP;8.0000;9.0000;87.2400;1
international;0;JP;9.0000;10.0000;91.6000;1
international;0;JP;10.0000;15.0000;134.1100;1
international;0;JP;15.0000;20.0000;146.8800;1
international;0;JP;20.0000;25.0000;188.5400;1
international;0;JP;25.0000;;217.2800;1
international;0;KE;;0.5000;24.8500;1
international;0;KE;0.5000;1.0000;29.2300;1
international;0;KE;1.0000;2.0000;40.1400;1
international;0;KE;2.0000;3.0000;51.2700;1
international;0;KE;3.0000;4.0000;62.1700;1
international;0;KE;4.0000;5.0000;71.4800;1
international;0;KE;5.0000;6.0000;82.1200;1
international;0;KE;6.0000;7.0000;92.8600;1
international;0;KE;7.0000;8.0000;103.5000;1
international;0;KE;8.0000;9.0000;114.4000;1
international;0;KE;9.0000;10.0000;125.0400;1
international;0;KE;10.0000;15.0000;173.2600;1
international;0;KE;15.0000;20.0000;222.5200;1
international;0;KE;20.0000;25.0000;270.7400;1
international;0;KE;25.0000;;318.9500;1
international;0;KG;;0.5000;24.8500;1
international;0;KG;0.5000;1.0000;29.2300;1
international;0;KG;1.0000;2.0000;40.1400;1
international;0;KG;2.0000;3.0000;51.2700;1
international;0;KG;3.0000;4.0000;62.1700;1
international;0;KG;4.0000;5.0000;71.4800;1
international;0;KG;5.0000;6.0000;82.1200;1
international;0;KG;6.0000;7.0000;92.8600;1
international;0;KG;7.0000;8.0000;103.5000;1
international;0;KG;8.0000;9.0000;114.4000;1
international;0;KG;9.0000;10.0000;125.0400;1
international;0;KG;10.0000;15.0000;173.2600;1
international;0;KG;15.0000;20.0000;222.5200;1
international;0;KG;20.0000;25.0000;270.7400;1
international;0;KG;25.0000;;318.9500;1
international;0;KH;;0.5000;24.8500;1
international;0;KH;0.5000;1.0000;29.2300;1
international;0;KH;1.0000;2.0000;40.1400;1
international;0;KH;2.0000;3.0000;51.2700;1
international;0;KH;3.0000;4.0000;62.1700;1
international;0;KH;4.0000;5.0000;71.4800;1
international;0;KH;5.0000;6.0000;82.1200;1
international;0;KH;6.0000;7.0000;92.8600;1
international;0;KH;7.0000;8.0000;103.5000;1
international;0;KH;8.0000;9.0000;114.4000;1
international;0;KH;9.0000;10.0000;125.0400;1
international;0;KH;10.0000;15.0000;173.2600;1
international;0;KH;15.0000;20.0000;222.5200;1
international;0;KH;20.0000;25.0000;270.7400;1
international;0;KH;25.0000;;318.9500;1
international;0;KI;;0.5000;24.8500;1
international;0;KI;0.5000;1.0000;29.2300;1
international;0;KI;1.0000;2.0000;40.1400;1
international;0;KI;2.0000;3.0000;51.2700;1
international;0;KI;3.0000;4.0000;62.1700;1
international;0;KI;4.0000;5.0000;71.4800;1
international;0;KI;5.0000;6.0000;82.1200;1
international;0;KI;6.0000;7.0000;92.8600;1
international;0;KI;7.0000;8.0000;103.5000;1
international;0;KI;8.0000;9.0000;114.4000;1
international;0;KI;9.0000;10.0000;125.0400;1
international;0;KI;10.0000;15.0000;173.2600;1
international;0;KI;15.0000;20.0000;222.5200;1
international;0;KI;20.0000;25.0000;270.7400;1
international;0;KI;25.0000;;318.9500;1
international;0;KM;;0.5000;24.8500;1
international;0;KM;0.5000;1.0000;29.2300;1
international;0;KM;1.0000;2.0000;40.1400;1
international;0;KM;2.0000;3.0000;51.2700;1
international;0;KM;3.0000;4.0000;62.1700;1
international;0;KM;4.0000;5.0000;71.4800;1
international;0;KM;5.0000;6.0000;82.1200;1
international;0;KM;6.0000;7.0000;92.8600;1
international;0;KM;7.0000;8.0000;103.5000;1
international;0;KM;8.0000;9.0000;114.4000;1
international;0;KM;9.0000;10.0000;125.0400;1
international;0;KM;10.0000;15.0000;173.2600;1
international;0;KM;15.0000;20.0000;222.5200;1
international;0;KM;20.0000;25.0000;270.7400;1
international;0;KM;25.0000;;318.9500;1
international;0;KN;;0.5000;24.8500;1
international;0;KN;0.5000;1.0000;29.2300;1
international;0;KN;1.0000;2.0000;40.1400;1
international;0;KN;2.0000;3.0000;51.2700;1
international;0;KN;3.0000;4.0000;62.1700;1
international;0;KN;4.0000;5.0000;71.4800;1
international;0;KN;5.0000;6.0000;82.1200;1
international;0;KN;6.0000;7.0000;92.8600;1
international;0;KN;7.0000;8.0000;103.5000;1
international;0;KN;8.0000;9.0000;114.4000;1
international;0;KN;9.0000;10.0000;125.0400;1
international;0;KN;10.0000;15.0000;173.2600;1
international;0;KN;15.0000;20.0000;222.5200;1
international;0;KN;20.0000;25.0000;270.7400;1
international;0;KN;25.0000;;318.9500;1
international;0;KP;;0.5000;24.8500;1
international;0;KP;0.5000;1.0000;29.2300;1
international;0;KP;1.0000;2.0000;40.1400;1
international;0;KP;2.0000;3.0000;51.2700;1
international;0;KP;3.0000;4.0000;62.1700;1
international;0;KP;4.0000;5.0000;71.4800;1
international;0;KP;5.0000;6.0000;82.1200;1
international;0;KP;6.0000;7.0000;92.8600;1
international;0;KP;7.0000;8.0000;103.5000;1
international;0;KP;8.0000;9.0000;114.4000;1
international;0;KP;9.0000;10.0000;125.0400;1
international;0;KP;10.0000;15.0000;173.2600;1
international;0;KP;15.0000;20.0000;222.5200;1
international;0;KP;20.0000;25.0000;270.7400;1
international;0;KP;25.0000;;318.9500;1
international;0;KR;;0.5000;21.6700;1
international;0;KR;0.5000;1.0000;23.9600;1
international;0;KR;1.0000;2.0000;32.8600;1
international;0;KR;2.0000;3.0000;41.7400;1
international;0;KR;3.0000;4.0000;47.8300;1
international;0;KR;4.0000;5.0000;51.0600;1
international;0;KR;5.0000;6.0000;65.2700;1
international;0;KR;6.0000;7.0000;75.5600;1
international;0;KR;7.0000;8.0000;83.7200;1
international;0;KR;8.0000;9.0000;87.2400;1
international;0;KR;9.0000;10.0000;91.6000;1
international;0;KR;10.0000;15.0000;134.1100;1
international;0;KR;15.0000;20.0000;146.8800;1
international;0;KR;20.0000;25.0000;188.5400;1
international;0;KR;25.0000;;217.2800;1
international;0;KW;;0.5000;24.8500;1
international;0;KW;0.5000;1.0000;29.2300;1
international;0;KW;1.0000;2.0000;40.1400;1
international;0;KW;2.0000;3.0000;51.2700;1
international;0;KW;3.0000;4.0000;62.1700;1
international;0;KW;4.0000;5.0000;71.4800;1
international;0;KW;5.0000;6.0000;82.1200;1
international;0;KW;6.0000;7.0000;92.8600;1
international;0;KW;7.0000;8.0000;103.5000;1
international;0;KW;8.0000;9.0000;114.4000;1
international;0;KW;9.0000;10.0000;125.0400;1
international;0;KW;10.0000;15.0000;173.2600;1
international;0;KW;15.0000;20.0000;222.5200;1
international;0;KW;20.0000;25.0000;270.7400;1
international;0;KW;25.0000;;318.9500;1
international;0;KY;;0.5000;24.8500;1
international;0;KY;0.5000;1.0000;29.2300;1
international;0;KY;1.0000;2.0000;40.1400;1
international;0;KY;2.0000;3.0000;51.2700;1
international;0;KY;3.0000;4.0000;62.1700;1
international;0;KY;4.0000;5.0000;71.4800;1
international;0;KY;5.0000;6.0000;82.1200;1
international;0;KY;6.0000;7.0000;92.8600;1
international;0;KY;7.0000;8.0000;103.5000;1
international;0;KY;8.0000;9.0000;114.4000;1
international;0;KY;9.0000;10.0000;125.0400;1
international;0;KY;10.0000;15.0000;173.2600;1
international;0;KY;15.0000;20.0000;222.5200;1
international;0;KY;20.0000;25.0000;270.7400;1
international;0;KY;25.0000;;318.9500;1
international;0;KZ;;0.5000;24.8500;1
international;0;KZ;0.5000;1.0000;29.2300;1
international;0;KZ;1.0000;2.0000;40.1400;1
international;0;KZ;2.0000;3.0000;51.2700;1
international;0;KZ;3.0000;4.0000;62.1700;1
international;0;KZ;4.0000;5.0000;71.4800;1
international;0;KZ;5.0000;6.0000;82.1200;1
international;0;KZ;6.0000;7.0000;92.8600;1
international;0;KZ;7.0000;8.0000;103.5000;1
international;0;KZ;8.0000;9.0000;114.4000;1
international;0;KZ;9.0000;10.0000;125.0400;1
international;0;KZ;10.0000;15.0000;173.2600;1
international;0;KZ;15.0000;20.0000;222.5200;1
international;0;KZ;20.0000;25.0000;270.7400;1
international;0;KZ;25.0000;;318.9500;1
international;0;LA;;0.5000;24.8500;1
international;0;LA;0.5000;1.0000;29.2300;1
international;0;LA;1.0000;2.0000;40.1400;1
international;0;LA;2.0000;3.0000;51.2700;1
international;0;LA;3.0000;4.0000;62.1700;1
international;0;LA;4.0000;5.0000;71.4800;1
international;0;LA;5.0000;6.0000;82.1200;1
international;0;LA;6.0000;7.0000;92.8600;1
international;0;LA;7.0000;8.0000;103.5000;1
international;0;LA;8.0000;9.0000;114.4000;1
international;0;LA;9.0000;10.0000;125.0400;1
international;0;LA;10.0000;15.0000;173.2600;1
international;0;LA;15.0000;20.0000;222.5200;1
international;0;LA;20.0000;25.0000;270.7400;1
international;0;LA;25.0000;;318.9500;1
international;0;LB;;0.5000;24.8500;1
international;0;LB;0.5000;1.0000;29.2300;1
international;0;LB;1.0000;2.0000;40.1400;1
international;0;LB;2.0000;3.0000;51.2700;1
international;0;LB;3.0000;4.0000;62.1700;1
international;0;LB;4.0000;5.0000;71.4800;1
international;0;LB;5.0000;6.0000;82.1200;1
international;0;LB;6.0000;7.0000;92.8600;1
international;0;LB;7.0000;8.0000;103.5000;1
international;0;LB;8.0000;9.0000;114.4000;1
international;0;LB;9.0000;10.0000;125.0400;1
international;0;LB;10.0000;15.0000;173.2600;1
international;0;LB;15.0000;20.0000;222.5200;1
international;0;LB;20.0000;25.0000;270.7400;1
international;0;LB;25.0000;;318.9500;1
international;0;LC;;0.5000;24.8500;1
international;0;LC;0.5000;1.0000;29.2300;1
international;0;LC;1.0000;2.0000;40.1400;1
international;0;LC;2.0000;3.0000;51.2700;1
international;0;LC;3.0000;4.0000;62.1700;1
international;0;LC;4.0000;5.0000;71.4800;1
international;0;LC;5.0000;6.0000;82.1200;1
international;0;LC;6.0000;7.0000;92.8600;1
international;0;LC;7.0000;8.0000;103.5000;1
international;0;LC;8.0000;9.0000;114.4000;1
international;0;LC;9.0000;10.0000;125.0400;1
international;0;LC;10.0000;15.0000;173.2600;1
international;0;LC;15.0000;20.0000;222.5200;1
international;0;LC;20.0000;25.0000;270.7400;1
international;0;LC;25.0000;;318.9500;1
international;0;LI;;0.5000;24.8500;1
international;0;LI;0.5000;1.0000;29.2300;1
international;0;LI;1.0000;2.0000;40.1400;1
international;0;LI;2.0000;3.0000;51.2700;1
international;0;LI;3.0000;4.0000;62.1700;1
international;0;LI;4.0000;5.0000;71.4800;1
international;0;LI;5.0000;6.0000;82.1200;1
international;0;LI;6.0000;7.0000;92.8600;1
international;0;LI;7.0000;8.0000;103.5000;1
international;0;LI;8.0000;9.0000;114.4000;1
international;0;LI;9.0000;10.0000;125.0400;1
international;0;LI;10.0000;15.0000;173.2600;1
international;0;LI;15.0000;20.0000;222.5200;1
international;0;LI;20.0000;25.0000;270.7400;1
international;0;LI;25.0000;;318.9500;1
international;0;LK;;0.5000;24.8500;1
international;0;LK;0.5000;1.0000;29.2300;1
international;0;LK;1.0000;2.0000;40.1400;1
international;0;LK;2.0000;3.0000;51.2700;1
international;0;LK;3.0000;4.0000;62.1700;1
international;0;LK;4.0000;5.0000;71.4800;1
international;0;LK;5.0000;6.0000;82.1200;1
international;0;LK;6.0000;7.0000;92.8600;1
international;0;LK;7.0000;8.0000;103.5000;1
international;0;LK;8.0000;9.0000;114.4000;1
international;0;LK;9.0000;10.0000;125.0400;1
international;0;LK;10.0000;15.0000;173.2600;1
international;0;LK;15.0000;20.0000;222.5200;1
international;0;LK;20.0000;25.0000;270.7400;1
international;0;LK;25.0000;;318.9500;1
international;0;LR;;0.5000;24.8500;1
international;0;LR;0.5000;1.0000;29.2300;1
international;0;LR;1.0000;2.0000;40.1400;1
international;0;LR;2.0000;3.0000;51.2700;1
international;0;LR;3.0000;4.0000;62.1700;1
international;0;LR;4.0000;5.0000;71.4800;1
international;0;LR;5.0000;6.0000;82.1200;1
international;0;LR;6.0000;7.0000;92.8600;1
international;0;LR;7.0000;8.0000;103.5000;1
international;0;LR;8.0000;9.0000;114.4000;1
international;0;LR;9.0000;10.0000;125.0400;1
international;0;LR;10.0000;15.0000;173.2600;1
international;0;LR;15.0000;20.0000;222.5200;1
international;0;LR;20.0000;25.0000;270.7400;1
international;0;LR;25.0000;;318.9500;1
international;0;LS;;0.5000;24.8500;1
international;0;LS;0.5000;1.0000;29.2300;1
international;0;LS;1.0000;2.0000;40.1400;1
international;0;LS;2.0000;3.0000;51.2700;1
international;0;LS;3.0000;4.0000;62.1700;1
international;0;LS;4.0000;5.0000;71.4800;1
international;0;LS;5.0000;6.0000;82.1200;1
international;0;LS;6.0000;7.0000;92.8600;1
international;0;LS;7.0000;8.0000;103.5000;1
international;0;LS;8.0000;9.0000;114.4000;1
international;0;LS;9.0000;10.0000;125.0400;1
international;0;LS;10.0000;15.0000;173.2600;1
international;0;LS;15.0000;20.0000;222.5200;1
international;0;LS;20.0000;25.0000;270.7400;1
international;0;LS;25.0000;;318.9500;1
international;0;LT;;0.5000;11.5600;1
international;0;LT;0.5000;1.0000;14.1300;1
international;0;LT;1.0000;2.0000;15.6800;1
international;0;LT;2.0000;3.0000;17.0000;1
international;0;LT;3.0000;4.0000;18.6100;1
international;0;LT;4.0000;5.0000;20.2500;1
international;0;LT;5.0000;6.0000;26.3400;1
international;0;LT;6.0000;7.0000;27.7700;1
international;0;LT;7.0000;8.0000;29.1100;1
international;0;LT;8.0000;9.0000;30.4700;1
international;0;LT;9.0000;10.0000;31.8000;1
international;0;LT;10.0000;15.0000;39.4100;1
international;0;LT;15.0000;20.0000;46.9200;1
international;0;LT;20.0000;25.0000;54.4500;1
international;0;LT;25.0000;;56.6100;1
international;0;LU;;0.5000;10.2900;1
international;0;LU;0.5000;1.0000;12.1000;1
international;0;LU;1.0000;2.0000;12.8300;1
international;0;LU;2.0000;3.0000;13.6100;1
international;0;LU;3.0000;4.0000;14.3700;1
international;0;LU;4.0000;5.0000;15.1000;1
international;0;LU;5.0000;6.0000;15.8300;1
international;0;LU;6.0000;7.0000;16.5500;1
international;0;LU;7.0000;8.0000;17.2700;1
international;0;LU;8.0000;9.0000;18.0000;1
international;0;LU;9.0000;10.0000;18.7200;1
international;0;LU;10.0000;15.0000;22.8600;1
international;0;LU;15.0000;20.0000;27.0000;1
international;0;LU;20.0000;25.0000;31.1300;1
international;0;LU;25.0000;;35.2600;1
international;0;LV;;0.5000;11.5600;1
international;0;LV;0.5000;1.0000;14.1300;1
international;0;LV;1.0000;2.0000;15.6800;1
international;0;LV;2.0000;3.0000;17.0000;1
international;0;LV;3.0000;4.0000;18.6100;1
international;0;LV;4.0000;5.0000;20.2500;1
international;0;LV;5.0000;6.0000;26.3400;1
international;0;LV;6.0000;7.0000;27.7700;1
international;0;LV;7.0000;8.0000;29.1100;1
international;0;LV;8.0000;9.0000;30.4700;1
international;0;LV;9.0000;10.0000;31.8000;1
international;0;LV;10.0000;15.0000;39.4100;1
international;0;LV;15.0000;20.0000;46.9200;1
international;0;LV;20.0000;25.0000;54.4500;1
international;0;LV;25.0000;;56.6100;1
international;0;LY;;0.5000;14.1800;1
international;0;LY;0.5000;1.0000;16.8800;1
international;0;LY;1.0000;2.0000;18.3500;1
international;0;LY;2.0000;3.0000;19.9400;1
international;0;LY;3.0000;4.0000;22.0600;1
international;0;LY;4.0000;5.0000;26.2400;1
international;0;LY;5.0000;6.0000;29.4400;1
international;0;LY;6.0000;7.0000;33.2500;1
international;0;LY;7.0000;8.0000;37.8800;1
international;0;LY;8.0000;9.0000;40.5600;1
international;0;LY;9.0000;10.0000;43.8500;1
international;0;LY;10.0000;15.0000;58.5700;1
international;0;LY;15.0000;20.0000;68.3400;1
international;0;LY;20.0000;25.0000;80.5800;1
international;0;LY;25.0000;;93.1500;1
international;0;MA;;0.5000;14.1800;1
international;0;MA;0.5000;1.0000;16.8800;1
international;0;MA;1.0000;2.0000;18.3500;1
international;0;MA;2.0000;3.0000;19.9400;1
international;0;MA;3.0000;4.0000;22.0600;1
international;0;MA;4.0000;5.0000;26.2400;1
international;0;MA;5.0000;6.0000;29.4400;1
international;0;MA;6.0000;7.0000;33.2500;1
international;0;MA;7.0000;8.0000;37.8800;1
international;0;MA;8.0000;9.0000;40.5600;1
international;0;MA;9.0000;10.0000;43.8500;1
international;0;MA;10.0000;15.0000;58.5700;1
international;0;MA;15.0000;20.0000;68.3400;1
international;0;MA;20.0000;25.0000;80.5800;1
international;0;MA;25.0000;;93.1500;1
international;0;MC;;0.5000;24.8500;1
international;0;MC;0.5000;1.0000;29.2300;1
international;0;MC;1.0000;2.0000;40.1400;1
international;0;MC;2.0000;3.0000;51.2700;1
international;0;MC;3.0000;4.0000;62.1700;1
international;0;MC;4.0000;5.0000;71.4800;1
international;0;MC;5.0000;6.0000;82.1200;1
international;0;MC;6.0000;7.0000;92.8600;1
international;0;MC;7.0000;8.0000;103.5000;1
international;0;MC;8.0000;9.0000;114.4000;1
international;0;MC;9.0000;10.0000;125.0400;1
international;0;MC;10.0000;15.0000;173.2600;1
international;0;MC;15.0000;20.0000;222.5200;1
international;0;MC;20.0000;25.0000;270.7400;1
international;0;MC;25.0000;;318.9500;1
international;0;MD;;0.5000;24.8500;1
international;0;MD;0.5000;1.0000;29.2300;1
international;0;MD;1.0000;2.0000;40.1400;1
international;0;MD;2.0000;3.0000;51.2700;1
international;0;MD;3.0000;4.0000;62.1700;1
international;0;MD;4.0000;5.0000;71.4800;1
international;0;MD;5.0000;6.0000;82.1200;1
international;0;MD;6.0000;7.0000;92.8600;1
international;0;MD;7.0000;8.0000;103.5000;1
international;0;MD;8.0000;9.0000;114.4000;1
international;0;MD;9.0000;10.0000;125.0400;1
international;0;MD;10.0000;15.0000;173.2600;1
international;0;MD;15.0000;20.0000;222.5200;1
international;0;MD;20.0000;25.0000;270.7400;1
international;0;MD;25.0000;;318.9500;1
international;0;ME;;0.5000;24.8500;1
international;0;ME;0.5000;1.0000;29.2300;1
international;0;ME;1.0000;2.0000;40.1400;1
international;0;ME;2.0000;3.0000;51.2700;1
international;0;ME;3.0000;4.0000;62.1700;1
international;0;ME;4.0000;5.0000;71.4800;1
international;0;ME;5.0000;6.0000;82.1200;1
international;0;ME;6.0000;7.0000;92.8600;1
international;0;ME;7.0000;8.0000;103.5000;1
international;0;ME;8.0000;9.0000;114.4000;1
international;0;ME;9.0000;10.0000;125.0400;1
international;0;ME;10.0000;15.0000;173.2600;1
international;0;ME;15.0000;20.0000;222.5200;1
international;0;ME;20.0000;25.0000;270.7400;1
international;0;ME;25.0000;;318.9500;1
international;0;MG;;0.5000;24.8500;1
international;0;MG;0.5000;1.0000;29.2300;1
international;0;MG;1.0000;2.0000;40.1400;1
international;0;MG;2.0000;3.0000;51.2700;1
international;0;MG;3.0000;4.0000;62.1700;1
international;0;MG;4.0000;5.0000;71.4800;1
international;0;MG;5.0000;6.0000;82.1200;1
international;0;MG;6.0000;7.0000;92.8600;1
international;0;MG;7.0000;8.0000;103.5000;1
international;0;MG;8.0000;9.0000;114.4000;1
international;0;MG;9.0000;10.0000;125.0400;1
international;0;MG;10.0000;15.0000;173.2600;1
international;0;MG;15.0000;20.0000;222.5200;1
international;0;MG;20.0000;25.0000;270.7400;1
international;0;MG;25.0000;;318.9500;1
international;0;MH;;0.5000;24.8500;1
international;0;MH;0.5000;1.0000;29.2300;1
international;0;MH;1.0000;2.0000;40.1400;1
international;0;MH;2.0000;3.0000;51.2700;1
international;0;MH;3.0000;4.0000;62.1700;1
international;0;MH;4.0000;5.0000;71.4800;1
international;0;MH;5.0000;6.0000;82.1200;1
international;0;MH;6.0000;7.0000;92.8600;1
international;0;MH;7.0000;8.0000;103.5000;1
international;0;MH;8.0000;9.0000;114.4000;1
international;0;MH;9.0000;10.0000;125.0400;1
international;0;MH;10.0000;15.0000;173.2600;1
international;0;MH;15.0000;20.0000;222.5200;1
international;0;MH;20.0000;25.0000;270.7400;1
international;0;MH;25.0000;;318.9500;1
international;0;MK;;0.5000;24.8500;1
international;0;MK;0.5000;1.0000;29.2300;1
international;0;MK;1.0000;2.0000;40.1400;1
international;0;MK;2.0000;3.0000;51.2700;1
international;0;MK;3.0000;4.0000;62.1700;1
international;0;MK;4.0000;5.0000;71.4800;1
international;0;MK;5.0000;6.0000;82.1200;1
international;0;MK;6.0000;7.0000;92.8600;1
international;0;MK;7.0000;8.0000;103.5000;1
international;0;MK;8.0000;9.0000;114.4000;1
international;0;MK;9.0000;10.0000;125.0400;1
international;0;MK;10.0000;15.0000;173.2600;1
international;0;MK;15.0000;20.0000;222.5200;1
international;0;MK;20.0000;25.0000;270.7400;1
international;0;MK;25.0000;;318.9500;1
international;0;ML;;0.5000;24.8500;1
international;0;ML;0.5000;1.0000;29.2300;1
international;0;ML;1.0000;2.0000;40.1400;1
international;0;ML;2.0000;3.0000;51.2700;1
international;0;ML;3.0000;4.0000;62.1700;1
international;0;ML;4.0000;5.0000;71.4800;1
international;0;ML;5.0000;6.0000;82.1200;1
international;0;ML;6.0000;7.0000;92.8600;1
international;0;ML;7.0000;8.0000;103.5000;1
international;0;ML;8.0000;9.0000;114.4000;1
international;0;ML;9.0000;10.0000;125.0400;1
international;0;ML;10.0000;15.0000;173.2600;1
international;0;ML;15.0000;20.0000;222.5200;1
international;0;ML;20.0000;25.0000;270.7400;1
international;0;ML;25.0000;;318.9500;1
international;0;MM;;0.5000;24.8500;1
international;0;MM;0.5000;1.0000;29.2300;1
